Location,n_obs,MinTemp_mean,MaxTemp_mean,Temp9am_mean,Temp3pm_mean,Humidity9am_mean,Humidity3pm_mean,Pressure9am_mean,Pressure3pm_mean,Cloud9am_mean,Cloud3pm_mean,WindGustSpeed_mean,WindSpeed9am_mean,WindSpeed3pm_mean,Rainfall_mean,Evaporation_mean,Sunshine_mean,pvout_mean
Sale,2093,8.558480649784999,20.274760994263865,13.410951697752271,18.770602294455067,78.93698893698894,56.243761996161226,1017.8144161460835,1015.8900048053821,5.346927678085916,5.095920617420066,42.126379137412236,14.166985645933014,22.145114942528735,1.5079060852898898,3.7847133757961786,6.69588377723971,3.9964489936828613
SalmonGums,2031,9.318894918598915,24.33538689009364,17.06665024630542,22.744433497536946,62.52512315270936,40.54384236453202,,,,,39.74975074775673,16.407260069617106,17.356858846918488,1.0370919881305638,,,4.550857125496377
Sydney,2361,14.843129770992366,22.984357778719797,17.795120916419176,21.539338702840187,68.29714772243508,54.55843603909902,1018.3924190800681,1016.045662265758,4.206896551724138,4.192919445869677,41.80914144533663,15.145780051150895,19.398720682302773,3.2806615776081425,5.134853700516351,7.180076628352491,4.173224507545938
SydneyAirport,2100,14.857979990471653,23.35090476190476,18.505812291567413,21.76579323487375,64.78551000953289,53.76644423260248,1018.4240687679084,1015.9859389895138,4.341440152598951,4.309047619047619,47.033414043583534,18.572449952335557,25.771319676036207,2.8688602765855986,5.239478764478765,7.129262452107279,4.203530622988331
Townsville,2106,20.40698669201521,29.386372269705603,25.638129154795823,27.784805318138652,63.69135802469136,57.168091168091166,1015.1880341880342,1011.9245014245014,4.242806663301363,3.9890167364016738,38.82806513409962,15.33729216152019,24.263532763532762,3.3283198476915756,7.180714635340187,8.514277808522412,4.790204048156738
Tuggeranong,2099,7.308341277407054,20.88331744518589,12.671421709894332,19.536602870813397,72.74687800192123,47.001913875598085,1018.5042665388303,1015.6258727881398,,,35.28933524629364,7.670831331090822,15.066091954022989,2.0560386473429952,,,4.573142839937794
Uluru,1040,14.27581888246628,30.264134615384616,20.86689124157844,28.933846153846154,42.434071222329166,24.209615384615386,1017.1139557266602,1013.3028846153846,5.660550458715596,4.847014925373134,41.52105778648384,17.462291870714985,17.04985337243402,0.7322926829268293,,,5.2054285516544265
WaggaWagga,2068,9.536121856866538,22.931528046421665,14.83205996131528,21.633027079303673,68.25895450145208,42.79932301740812,1018.6215183752416,1015.9650870406189,3.821875,4.193762781186094,36.58895405669599,12.72485493230174,16.275278180938557,1.8226433430515063,5.108102667337695,8.16895589056393,4.537551042984943
Walpole,1989,11.917650025214321,20.56819556451613,16.046099647710115,18.67679919476598,75.98676844783715,66.13987792472024,1017.728686462003,1016.0880724710619,,,39.92577529232334,14.097732997481108,17.391129032258064,2.8687468030690537,,,3.757183688027518
Watsonia,2113,10.088704318936879,20.892901088499762,13.74227294341417,19.42588736393753,78.5924869234427,54.61097964978703,1018.2103644107904,1016.210269758637,5.272598201609086,5.2362689393939394,37.781294964028774,9.778513961192617,15.061079545454545,1.7677113010446344,4.622748815165877,6.404545454545454,3.751897957860207
Williamtown,1816,12.852367841409693,24.16769570011025,18.23427152317881,22.656560088202866,71.36850828729281,53.63867403314917,1018.3542588495575,1015.8389718076285,4.558528428093646,4.427486187845304,41.76094470046083,16.501939058171747,22.426048565121413,3.511386430678466,6.776256767208044,7.099288617886178,4.348693886581732
Witchcliffe,2060,10.867818889970788,21.698832684824904,16.56407389402042,19.81136474016513,71.33263046916183,57.66211245401997,1018.3768645357686,1016.7728194726167,,,40.01024890190337,13.981517509727626,19.1452161243322,2.9630934899657366,,,4.203081627281344
Wollongong,2090,14.831316042267051,21.405797795879252,18.11730954676953,19.88735576923077,67.32015429122468,64.83934583934584,1018.2295953193563,1016.1271938283509,6.257743362831858,5.885196374622357,45.62667946257198,16.610333172380493,21.900480769230768,3.5214944201843768,,,4.110877562542351
Woomera,2053,13.256878048780488,26.471867381764994,17.817924987822696,25.090346172598732,53.199511002444986,28.41895874263261,1018.7051319648093,1016.0714774951077,2.5357535753575355,2.931608133086876,43.97924901185771,19.819600195026815,20.6103515625,0.5317049340498291,10.012999437253798,9.008534850640114,5.057346927876375
